datum shift,start date,end date,duration
0.01,2022-01-01 00:00:00,2022-03-12 18:24:00,70 days 18:24:00
0.011,2022-05-25 23:36:00,2022-06-26 13:24:00,31 days 13:48:00
0.011,2022-06-26 13:30:00,2022-06-29 20:06:00,3 days 06:36:00
0.01,2022-06-29 20:06:00,2022-06-30 14:00:00,0 days 17:54:00
0.01,2022-06-30 14:06:00,2022-10-03 17:30:00,95 days 03:24:00
0.01,2022-10-03 17:42:00,2022-11-26 09:00:00,53 days 15:18:00
0.01,2022-11-26 15:30:00,2022-12-31 23:48:00,35 days 08:18:00
